"COVID-19-Associated Hospitalization Rates (per 100,000 population) for the COVID-NET Network (downloaded on "Aug-09-2020)
Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Entire Network,EIP,2020-21,2021,24,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,24,65+ yr,null,null
Colorado,EIP,2020-21,2021,24,65+ yr,null,null
Tennessee,EIP,2020-21,2021,24,65+ yr,null,null
Utah,IHSP,2020-21,2021,24,65+ yr,null,null
Oregon,EIP,2020-21,2021,24,65+ yr,null,null
Ohio,IHSP,2020-21,2021,24,65+ yr,null,null
New Mexico,EIP,2020-21,2021,24,65+ yr,null,null
New York,EIP,2020-21,2021,24,65+ yr,null,null
Minnesota,EIP,2020-21,2021,24,65+ yr,null,null
Michigan,IHSP,2020-21,2021,24,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,24,65+ yr,null,null
Maryland,EIP,2020-21,2021,24,65+ yr,null,null
Iowa,IHSP,2020-21,2021,24,65+ yr,null,null
California,EIP,2020-21,2021,25,65+ yr,null,null
Colorado,EIP,2020-21,2021,25,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,25,65+ yr,null,null
Connecticut,EIP,2020-21,2021,25,65+ yr,null,null
Entire Network,EIP,2020-21,2021,25,65+ yr,null,null
Georgia,EIP,2020-21,2021,25,65+ yr,null,null
Iowa,IHSP,2020-21,2021,25,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,25,65+ yr,null,null
Maryland,EIP,2020-21,2021,25,65+ yr,null,null
Michigan,IHSP,2020-21,2021,25,65+ yr,null,null
Minnesota,EIP,2020-21,2021,25,65+ yr,null,null
New Mexico,EIP,2020-21,2021,25,65+ yr,null,null
New York,EIP,2020-21,2021,25,65+ yr,null,null
Ohio,IHSP,2020-21,2021,25,65+ yr,null,null
Oregon,EIP,2020-21,2021,25,65+ yr,null,null
Utah,IHSP,2020-21,2021,25,65+ yr,null,null
Tennessee,EIP,2020-21,2021,25,65+ yr,null,null
Utah,IHSP,2020-21,2021,26,65+ yr,null,null
Oregon,EIP,2020-21,2021,26,65+ yr,null,null
Tennessee,EIP,2020-21,2021,26,65+ yr,null,null
Ohio,IHSP,2020-21,2021,26,65+ yr,null,null
New York,EIP,2020-21,2021,26,65+ yr,null,null
Minnesota,EIP,2020-21,2021,26,65+ yr,null,null
New Mexico,EIP,2020-21,2021,26,65+ yr,null,null
Michigan,IHSP,2020-21,2021,26,65+ yr,null,null
California,EIP,2020-21,2021,26,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,26,65+ yr,null,null
Connecticut,EIP,2020-21,2021,26,65+ yr,null,null
Colorado,EIP,2020-21,2021,26,65+ yr,null,null
Maryland,EIP,2020-21,2021,26,65+ yr,null,null
Iowa,IHSP,2020-21,2021,26,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,26,65+ yr,null,null
Georgia,EIP,2020-21,2021,26,65+ yr,null,null
Entire Network,EIP,2020-21,2021,26,65+ yr,null,null
California,EIP,2020-21,2021,27,65+ yr,null,null
Colorado,EIP,2020-21,2021,27,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,27,65+ yr,null,null
Connecticut,EIP,2020-21,2021,27,65+ yr,null,null
Entire Network,EIP,2020-21,2021,27,65+ yr,null,null
Georgia,EIP,2020-21,2021,27,65+ yr,null,null
Iowa,IHSP,2020-21,2021,27,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,27,65+ yr,null,null
Maryland,EIP,2020-21,2021,27,65+ yr,null,null
Michigan,IHSP,2020-21,2021,27,65+ yr,null,null
Minnesota,EIP,2020-21,2021,27,65+ yr,null,null
New Mexico,EIP,2020-21,2021,27,65+ yr,null,null
New York,EIP,2020-21,2021,27,65+ yr,null,null
Ohio,IHSP,2020-21,2021,27,65+ yr,null,null
Oregon,EIP,2020-21,2021,27,65+ yr,null,null
Utah,IHSP,2020-21,2021,27,65+ yr,null,null
Tennessee,EIP,2020-21,2021,27,65+ yr,null,null
California,EIP,2020-21,2021,28,65+ yr,null,null
Utah,IHSP,2020-21,2021,28,65+ yr,null,null
Tennessee,EIP,2020-21,2021,28,65+ yr,null,null
Ohio,IHSP,2020-21,2021,28,65+ yr,null,null
Oregon,EIP,2020-21,2021,28,65+ yr,null,null
New York,EIP,2020-21,2021,28,65+ yr,null,null
New Mexico,EIP,2020-21,2021,28,65+ yr,null,null
Michigan,IHSP,2020-21,2021,28,65+ yr,null,null
Minnesota,EIP,2020-21,2021,28,65+ yr,null,null
Maryland,EIP,2020-21,2021,28,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,28,65+ yr,null,null
Georgia,EIP,2020-21,2021,28,65+ yr,null,null
Iowa,IHSP,2020-21,2021,28,65+ yr,null,null
Entire Network,EIP,2020-21,2021,28,65+ yr,null,null
Connecticut,EIP,2020-21,2021,28,65+ yr,null,null
Colorado,EIP,2020-21,2021,28,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,28,65+ yr,null,null
California,EIP,2020-21,2021,29,65+ yr,null,null
Colorado,EIP,2020-21,2021,29,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,29,65+ yr,null,null
Connecticut,EIP,2020-21,2021,29,65+ yr,null,null
Entire Network,EIP,2020-21,2021,29,65+ yr,null,null
Georgia,EIP,2020-21,2021,29,65+ yr,null,null
Iowa,IHSP,2020-21,2021,29,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,29,65+ yr,null,null
Maryland,EIP,2020-21,2021,29,65+ yr,null,null
Michigan,IHSP,2020-21,2021,29,65+ yr,null,null
Minnesota,EIP,2020-21,2021,29,65+ yr,null,null
New Mexico,EIP,2020-21,2021,29,65+ yr,null,null
New York,EIP,2020-21,2021,29,65+ yr,null,null
Ohio,IHSP,2020-21,2021,29,65+ yr,null,null
Oregon,EIP,2020-21,2021,29,65+ yr,null,null
Tennessee,EIP,2020-21,2021,29,65+ yr,null,null
Utah,IHSP,2020-21,2021,29,65+ yr,null,null
California,EIP,2020-21,2021,30,65+ yr,null,null
Colorado,EIP,2020-21,2021,30,65+ yr,null,null
Connecticut,EIP,2020-21,2021,30,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,30,65+ yr,null,null
Oregon,EIP,2020-21,2021,30,65+ yr,null,null
New York,EIP,2020-21,2021,30,65+ yr,null,null
Ohio,IHSP,2020-21,2021,30,65+ yr,null,null
New Mexico,EIP,2020-21,2021,30,65+ yr,null,null
Minnesota,EIP,2020-21,2021,30,65+ yr,null,null
Maryland,EIP,2020-21,2021,30,65+ yr,null,null
Michigan,IHSP,2020-21,2021,30,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,30,65+ yr,null,null
Iowa,IHSP,2020-21,2021,30,65+ yr,null,null
Entire Network,EIP,2020-21,2021,30,65+ yr,null,null
Georgia,EIP,2020-21,2021,30,65+ yr,null,null
Utah,IHSP,2020-21,2021,30,65+ yr,null,null
Tennessee,EIP,2020-21,2021,30,65+ yr,null,null
California,EIP,2020-21,2021,31,65+ yr,null,null
Colorado,EIP,2020-21,2021,31,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,31,65+ yr,null,null
Connecticut,EIP,2020-21,2021,31,65+ yr,null,null
Entire Network,EIP,2020-21,2021,31,65+ yr,null,null
Georgia,EIP,2020-21,2021,31,65+ yr,null,null
Iowa,IHSP,2020-21,2021,31,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,31,65+ yr,null,null
Maryland,EIP,2020-21,2021,31,65+ yr,null,null
Michigan,IHSP,2020-21,2021,31,65+ yr,null,null
Minnesota,EIP,2020-21,2021,31,65+ yr,null,null
New Mexico,EIP,2020-21,2021,31,65+ yr,null,null
New York,EIP,2020-21,2021,31,65+ yr,null,null
Ohio,IHSP,2020-21,2021,31,65+ yr,null,null
Oregon,EIP,2020-21,2021,31,65+ yr,null,null
Tennessee,EIP,2020-21,2021,31,65+ yr,null,null
Utah,IHSP,2020-21,2021,31,65+ yr,null,null
Tennessee,EIP,2020-21,2021,32,65+ yr,null,null
Utah,IHSP,2020-21,2021,32,65+ yr,null,null
Oregon,EIP,2020-21,2021,32,65+ yr,null,null
Ohio,IHSP,2020-21,2021,32,65+ yr,null,null
New Mexico,EIP,2020-21,2021,32,65+ yr,null,null
New York,EIP,2020-21,2021,32,65+ yr,null,null
Minnesota,EIP,2020-21,2021,32,65+ yr,null,null
Michigan,IHSP,2020-21,2021,32,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,32,65+ yr,null,null
Maryland,EIP,2020-21,2021,32,65+ yr,null,null
California,EIP,2020-21,2021,32,65+ yr,null,null
Colorado,EIP,2020-21,2021,32,65+ yr,null,null
Iowa,IHSP,2020-21,2021,32,65+ yr,null,null
Georgia,EIP,2020-21,2021,32,65+ yr,null,null
Connecticut,EIP,2020-21,2021,32,65+ yr,null,null
Entire Network,EIP,2020-21,2021,32,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,32,65+ yr,null,null
California,EIP,2020-21,2021,33,65+ yr,null,null
Colorado,EIP,2020-21,2021,33,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,33,65+ yr,null,null
Connecticut,EIP,2020-21,2021,33,65+ yr,null,null
Entire Network,EIP,2020-21,2021,33,65+ yr,null,null
Georgia,EIP,2020-21,2021,33,65+ yr,null,null
Iowa,IHSP,2020-21,2021,33,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,33,65+ yr,null,null
Maryland,EIP,2020-21,2021,33,65+ yr,null,null
Michigan,IHSP,2020-21,2021,33,65+ yr,null,null
Minnesota,EIP,2020-21,2021,33,65+ yr,null,null
New Mexico,EIP,2020-21,2021,33,65+ yr,null,null
New York,EIP,2020-21,2021,33,65+ yr,null,null
Ohio,IHSP,2020-21,2021,33,65+ yr,null,null
Oregon,EIP,2020-21,2021,33,65+ yr,null,null
Utah,IHSP,2020-21,2021,33,65+ yr,null,null
Tennessee,EIP,2020-21,2021,33,65+ yr,null,null
California,EIP,2020-21,2021,34,65+ yr,null,null
Colorado,EIP,2020-21,2021,34,65+ yr,null,null
Entire Network,EIP,2020-21,2021,34,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,34,65+ yr,null,null
Connecticut,EIP,2020-21,2021,34,65+ yr,null,null
Michigan,IHSP,2020-21,2021,34,65+ yr,null,null
Maryland,EIP,2020-21,2021,34,65+ yr,null,null
Iowa,IHSP,2020-21,2021,34,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,34,65+ yr,null,null
Georgia,EIP,2020-21,2021,34,65+ yr,null,null
Utah,IHSP,2020-21,2021,34,65+ yr,null,null
Oregon,EIP,2020-21,2021,34,65+ yr,null,null
Tennessee,EIP,2020-21,2021,34,65+ yr,null,null
Ohio,IHSP,2020-21,2021,34,65+ yr,null,null
New York,EIP,2020-21,2021,34,65+ yr,null,null
Minnesota,EIP,2020-21,2021,34,65+ yr,null,null
New Mexico,EIP,2020-21,2021,34,65+ yr,null,null
California,EIP,2020-21,2021,35,65+ yr,null,null
Colorado,EIP,2020-21,2021,35,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,35,65+ yr,null,null
Connecticut,EIP,2020-21,2021,35,65+ yr,null,null
Entire Network,EIP,2020-21,2021,35,65+ yr,null,null
Georgia,EIP,2020-21,2021,35,65+ yr,null,null
Iowa,IHSP,2020-21,2021,35,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,35,65+ yr,null,null
Maryland,EIP,2020-21,2021,35,65+ yr,null,null
Michigan,IHSP,2020-21,2021,35,65+ yr,null,null
Minnesota,EIP,2020-21,2021,35,65+ yr,null,null
New Mexico,EIP,2020-21,2021,35,65+ yr,null,null
New York,EIP,2020-21,2021,35,65+ yr,null,null
Ohio,IHSP,2020-21,2021,35,65+ yr,null,null
Oregon,EIP,2020-21,2021,35,65+ yr,null,null
Utah,IHSP,2020-21,2021,35,65+ yr,null,null
Tennessee,EIP,2020-21,2021,35,65+ yr,null,null
Colorado,EIP,2020-21,2021,36,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,36,65+ yr,null,null
California,EIP,2020-21,2021,36,65+ yr,null,null
New York,EIP,2020-21,2021,36,65+ yr,null,null
New Mexico,EIP,2020-21,2021,36,65+ yr,null,null
Michigan,IHSP,2020-21,2021,36,65+ yr,null,null
Minnesota,EIP,2020-21,2021,36,65+ yr,null,null
Maryland,EIP,2020-21,2021,36,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,36,65+ yr,null,null
Georgia,EIP,2020-21,2021,36,65+ yr,null,null
Iowa,IHSP,2020-21,2021,36,65+ yr,null,null
Entire Network,EIP,2020-21,2021,36,65+ yr,null,null
Connecticut,EIP,2020-21,2021,36,65+ yr,null,null
Utah,IHSP,2020-21,2021,36,65+ yr,null,null
Tennessee,EIP,2020-21,2021,36,65+ yr,null,null
Ohio,IHSP,2020-21,2021,36,65+ yr,null,null
Oregon,EIP,2020-21,2021,36,65+ yr,null,null
California,EIP,2020-21,2021,37,65+ yr,null,null
Colorado,EIP,2020-21,2021,37,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,37,65+ yr,null,null
Connecticut,EIP,2020-21,2021,37,65+ yr,null,null
Entire Network,EIP,2020-21,2021,37,65+ yr,null,null
Georgia,EIP,2020-21,2021,37,65+ yr,null,null
Iowa,IHSP,2020-21,2021,37,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,37,65+ yr,null,null
Maryland,EIP,2020-21,2021,37,65+ yr,null,null
Michigan,IHSP,2020-21,2021,37,65+ yr,null,null
Minnesota,EIP,2020-21,2021,37,65+ yr,null,null
New Mexico,EIP,2020-21,2021,37,65+ yr,null,null
New York,EIP,2020-21,2021,37,65+ yr,null,null
Ohio,IHSP,2020-21,2021,37,65+ yr,null,null
Oregon,EIP,2020-21,2021,37,65+ yr,null,null
Tennessee,EIP,2020-21,2021,37,65+ yr,null,null
Utah,IHSP,2020-21,2021,37,65+ yr,null,null
Utah,IHSP,2020-21,2021,38,65+ yr,null,null
Tennessee,EIP,2020-21,2021,38,65+ yr,null,null
Oregon,EIP,2020-21,2021,38,65+ yr,null,null
New York,EIP,2020-21,2021,38,65+ yr,null,null
Ohio,IHSP,2020-21,2021,38,65+ yr,null,null
New Mexico,EIP,2020-21,2021,38,65+ yr,null,null
Minnesota,EIP,2020-21,2021,38,65+ yr,null,null
Maryland,EIP,2020-21,2021,38,65+ yr,null,null
Michigan,IHSP,2020-21,2021,38,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,38,65+ yr,null,null
Iowa,IHSP,2020-21,2021,38,65+ yr,null,null
Entire Network,EIP,2020-21,2021,38,65+ yr,null,null
Georgia,EIP,2020-21,2021,38,65+ yr,null,null
Connecticut,EIP,2020-21,2021,38,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,38,65+ yr,null,null
California,EIP,2020-21,2021,38,65+ yr,null,null
Colorado,EIP,2020-21,2021,38,65+ yr,null,null
California,EIP,2020-21,2021,39,65+ yr,null,null
Colorado,EIP,2020-21,2021,39,65+ yr,null,null
Entire Network,COVID-NET,2020-21,2021,39,65+ yr,null,null
Connecticut,EIP,2020-21,2021,39,65+ yr,null,null
Entire Network,EIP,2020-21,2021,39,65+ yr,null,null
Georgia,EIP,2020-21,2021,39,65+ yr,null,null
Iowa,IHSP,2020-21,2021,39,65+ yr,null,null
Entire Network,IHSP,2020-21,2021,39,65+ yr,null,null
Maryland,EIP,2020-21,2021,39,65+ yr,null,null
Michigan,IHSP,2020-21,2021,39,65+ yr,null,null
Minnesota,EIP,2020-21,2021,39,65+ yr,null,null
New Mexico,EIP,2020-21,2021,39,65+ yr,null,null
New York,EIP,2020-21,2021,39,65+ yr,null,null
Ohio,IHSP,2020-21,2021,39,65+ yr,null,null
Oregon,EIP,2020-21,2021,39,65+ yr,null,null
Tennessee,EIP,2020-21,2021,39,65+ yr,null,null
Utah,IHSP,2020-21,2021,39,65+ yr,null,null
Tennessee,EIP,2020-21,2020,40,Overall,null,null
Utah,IHSP,2020-21,2020,40,Overall,null,null
Oregon,EIP,2020-21,2020,40,Overall,null,null
Ohio,IHSP,2020-21,2020,40,Overall,null,null
New York,EIP,2020-21,2020,40,Overall,null,null
New Mexico,EIP,2020-21,2020,40,Overall,null,null
Minnesota,EIP,2020-21,2020,40,Overall,null,null
Michigan,IHSP,2020-21,2020,40,Overall,null,null
Maryland,EIP,2020-21,2020,40,Overall,null,null
Entire Network,IHSP,2020-21,2020,40,Overall,null,null
Iowa,IHSP,2020-21,2020,40,Overall,null,null
Georgia,EIP,2020-21,2020,40,Overall,null,null
Entire Network,EIP,2020-21,2020,40,Overall,null,null
Connecticut,EIP,2020-21,2020,40,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,40,Overall,null,null
Colorado,EIP,2020-21,2020,40,Overall,null,null
California,EIP,2020-21,2020,40,Overall,null,null
Georgia,EIP,2020-21,2020,41,Overall,null,null
Entire Network,IHSP,2020-21,2020,41,Overall,null,null
Iowa,IHSP,2020-21,2020,41,Overall,null,null
Maryland,EIP,2020-21,2020,41,Overall,null,null
Michigan,IHSP,2020-21,2020,41,Overall,null,null
New Mexico,EIP,2020-21,2020,41,Overall,null,null
Minnesota,EIP,2020-21,2020,41,Overall,null,null
New York,EIP,2020-21,2020,41,Overall,null,null
Ohio,IHSP,2020-21,2020,41,Overall,null,null
Tennessee,EIP,2020-21,2020,41,Overall,null,null
Oregon,EIP,2020-21,2020,41,Overall,null,null
Utah,IHSP,2020-21,2020,41,Overall,null,null
California,EIP,2020-21,2020,41,Overall,null,null
Colorado,EIP,2020-21,2020,41,Overall,null,null
Connecticut,EIP,2020-21,2020,41,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,41,Overall,null,null
Entire Network,EIP,2020-21,2020,41,Overall,null,null
Entire Network,IHSP,2020-21,2020,42,Overall,null,null
Iowa,IHSP,2020-21,2020,42,Overall,null,null
Georgia,EIP,2020-21,2020,42,Overall,null,null
Entire Network,EIP,2020-21,2020,42,Overall,null,null
Connecticut,EIP,2020-21,2020,42,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,42,Overall,null,null
Colorado,EIP,2020-21,2020,42,Overall,null,null
California,EIP,2020-21,2020,42,Overall,null,null
Utah,IHSP,2020-21,2020,42,Overall,null,null
Tennessee,EIP,2020-21,2020,42,Overall,null,null
Oregon,EIP,2020-21,2020,42,Overall,null,null
Ohio,IHSP,2020-21,2020,42,Overall,null,null
New York,EIP,2020-21,2020,42,Overall,null,null
New Mexico,EIP,2020-21,2020,42,Overall,null,null
Minnesota,EIP,2020-21,2020,42,Overall,null,null
Michigan,IHSP,2020-21,2020,42,Overall,null,null
Maryland,EIP,2020-21,2020,42,Overall,null,null
California,EIP,2020-21,2020,43,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,43,Overall,null,null
Colorado,EIP,2020-21,2020,43,Overall,null,null
Connecticut,EIP,2020-21,2020,43,Overall,null,null
Entire Network,EIP,2020-21,2020,43,Overall,null,null
Iowa,IHSP,2020-21,2020,43,Overall,null,null
Georgia,EIP,2020-21,2020,43,Overall,null,null
Entire Network,IHSP,2020-21,2020,43,Overall,null,null
Maryland,EIP,2020-21,2020,43,Overall,null,null
Minnesota,EIP,2020-21,2020,43,Overall,null,null
Michigan,IHSP,2020-21,2020,43,Overall,null,null
New Mexico,EIP,2020-21,2020,43,Overall,null,null
New York,EIP,2020-21,2020,43,Overall,null,null
Oregon,EIP,2020-21,2020,43,Overall,null,null
Ohio,IHSP,2020-21,2020,43,Overall,null,null
Tennessee,EIP,2020-21,2020,43,Overall,null,null
Utah,IHSP,2020-21,2020,43,Overall,null,null
Connecticut,EIP,2020-21,2020,44,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,44,Overall,null,null
Colorado,EIP,2020-21,2020,44,Overall,null,null
California,EIP,2020-21,2020,44,Overall,null,null
Utah,IHSP,2020-21,2020,44,Overall,null,null
Tennessee,EIP,2020-21,2020,44,Overall,null,null
Oregon,EIP,2020-21,2020,44,Overall,null,null
Ohio,IHSP,2020-21,2020,44,Overall,null,null
New York,EIP,2020-21,2020,44,Overall,null,null
New Mexico,EIP,2020-21,2020,44,Overall,null,null
Minnesota,EIP,2020-21,2020,44,Overall,null,null
Michigan,IHSP,2020-21,2020,44,Overall,null,null
Maryland,EIP,2020-21,2020,44,Overall,null,null
Entire Network,IHSP,2020-21,2020,44,Overall,null,null
Iowa,IHSP,2020-21,2020,44,Overall,null,null
Georgia,EIP,2020-21,2020,44,Overall,null,null
Entire Network,EIP,2020-21,2020,44,Overall,null,null
Colorado,EIP,2020-21,2020,45,Overall,null,null
California,EIP,2020-21,2020,45,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,45,Overall,null,null
Connecticut,EIP,2020-21,2020,45,Overall,null,null
Georgia,EIP,2020-21,2020,45,Overall,null,null
Entire Network,EIP,2020-21,2020,45,Overall,null,null
Iowa,IHSP,2020-21,2020,45,Overall,null,null
Entire Network,IHSP,2020-21,2020,45,Overall,null,null
Michigan,IHSP,2020-21,2020,45,Overall,null,null
Maryland,EIP,2020-21,2020,45,Overall,null,null
Minnesota,EIP,2020-21,2020,45,Overall,null,null
New Mexico,EIP,2020-21,2020,45,Overall,null,null
Ohio,IHSP,2020-21,2020,45,Overall,null,null
New York,EIP,2020-21,2020,45,Overall,null,null
Oregon,EIP,2020-21,2020,45,Overall,null,null
Tennessee,EIP,2020-21,2020,45,Overall,null,null
Utah,IHSP,2020-21,2020,45,Overall,null,null
Oregon,EIP,2020-21,2020,46,Overall,null,null
Ohio,IHSP,2020-21,2020,46,Overall,null,null
New York,EIP,2020-21,2020,46,Overall,null,null
New Mexico,EIP,2020-21,2020,46,Overall,null,null
Minnesota,EIP,2020-21,2020,46,Overall,null,null
Michigan,IHSP,2020-21,2020,46,Overall,null,null
Maryland,EIP,2020-21,2020,46,Overall,null,null
Entire Network,IHSP,2020-21,2020,46,Overall,null,null
Iowa,IHSP,2020-21,2020,46,Overall,null,null
Georgia,EIP,2020-21,2020,46,Overall,null,null
Entire Network,EIP,2020-21,2020,46,Overall,null,null
Connecticut,EIP,2020-21,2020,46,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,46,Overall,null,null
Colorado,EIP,2020-21,2020,46,Overall,null,null
California,EIP,2020-21,2020,46,Overall,null,null
Tennessee,EIP,2020-21,2020,46,Overall,null,null
Utah,IHSP,2020-21,2020,46,Overall,null,null
Entire Network,EIP,2020-21,2020,47,Overall,null,null
Connecticut,EIP,2020-21,2020,47,Overall,null,null
Georgia,EIP,2020-21,2020,47,Overall,null,null
Iowa,IHSP,2020-21,2020,47,Overall,null,null
Maryland,EIP,2020-21,2020,47,Overall,null,null
Entire Network,IHSP,2020-21,2020,47,Overall,null,null
Michigan,IHSP,2020-21,2020,47,Overall,null,null
Minnesota,EIP,2020-21,2020,47,Overall,null,null
New York,EIP,2020-21,2020,47,Overall,null,null
New Mexico,EIP,2020-21,2020,47,Overall,null,null
Ohio,IHSP,2020-21,2020,47,Overall,null,null
Oregon,EIP,2020-21,2020,47,Overall,null,null
Utah,IHSP,2020-21,2020,47,Overall,null,null
Tennessee,EIP,2020-21,2020,47,Overall,null,null
California,EIP,2020-21,2020,47,Overall,null,null
Colorado,EIP,2020-21,2020,47,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,47,Overall,null,null
California,EIP,2020-21,2020,48,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,48,Overall,null,null
Colorado,EIP,2020-21,2020,48,Overall,null,null
Minnesota,EIP,2020-21,2020,48,Overall,null,null
Michigan,IHSP,2020-21,2020,48,Overall,null,null
Maryland,EIP,2020-21,2020,48,Overall,null,null
Entire Network,IHSP,2020-21,2020,48,Overall,null,null
Iowa,IHSP,2020-21,2020,48,Overall,null,null
Georgia,EIP,2020-21,2020,48,Overall,null,null
Entire Network,EIP,2020-21,2020,48,Overall,null,null
Connecticut,EIP,2020-21,2020,48,Overall,null,null
Tennessee,EIP,2020-21,2020,48,Overall,null,null
Utah,IHSP,2020-21,2020,48,Overall,null,null
Oregon,EIP,2020-21,2020,48,Overall,null,null
Ohio,IHSP,2020-21,2020,48,Overall,null,null
New York,EIP,2020-21,2020,48,Overall,null,null
New Mexico,EIP,2020-21,2020,48,Overall,null,null
California,EIP,2020-21,2020,49,Overall,null,null
Colorado,EIP,2020-21,2020,49,Overall,null,null
Connecticut,EIP,2020-21,2020,49,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,49,Overall,null,null
Entire Network,EIP,2020-21,2020,49,Overall,null,null
Georgia,EIP,2020-21,2020,49,Overall,null,null
Entire Network,IHSP,2020-21,2020,49,Overall,null,null
Iowa,IHSP,2020-21,2020,49,Overall,null,null
Maryland,EIP,2020-21,2020,49,Overall,null,null
Michigan,IHSP,2020-21,2020,49,Overall,null,null
New Mexico,EIP,2020-21,2020,49,Overall,null,null
Minnesota,EIP,2020-21,2020,49,Overall,null,null
New York,EIP,2020-21,2020,49,Overall,null,null
Ohio,IHSP,2020-21,2020,49,Overall,null,null
Tennessee,EIP,2020-21,2020,49,Overall,null,null
Oregon,EIP,2020-21,2020,49,Overall,null,null
Utah,IHSP,2020-21,2020,49,Overall,null,null
Colorado,EIP,2020-21,2020,50,Overall,null,null
California,EIP,2020-21,2020,50,Overall,null,null
Georgia,EIP,2020-21,2020,50,Overall,null,null
Entire Network,EIP,2020-21,2020,50,Overall,null,null
Connecticut,EIP,2020-21,2020,50,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,50,Overall,null,null
Utah,IHSP,2020-21,2020,50,Overall,null,null
Tennessee,EIP,2020-21,2020,50,Overall,null,null
Oregon,EIP,2020-21,2020,50,Overall,null,null
Ohio,IHSP,2020-21,2020,50,Overall,null,null
New York,EIP,2020-21,2020,50,Overall,null,null
New Mexico,EIP,2020-21,2020,50,Overall,null,null
Minnesota,EIP,2020-21,2020,50,Overall,null,null
Michigan,IHSP,2020-21,2020,50,Overall,null,null
Maryland,EIP,2020-21,2020,50,Overall,null,null
Entire Network,IHSP,2020-21,2020,50,Overall,null,null
Iowa,IHSP,2020-21,2020,50,Overall,null,null
California,EIP,2020-21,2020,51,Overall,null,null
Entire Network,COVID-NET,2020-21,2020,51,Overall,null,null
Colorado,EIP,2020-21,2020,51,Overall,null,null
Connecticut,EIP,2020-21,2020,51,Overall,null,null
Entire Network,EIP,2020-21,2020,51,Overall,null,null
