OBJECTID,DATE,COUNTY,FACILITY_NAME,Staff_Private,Residents_Private,Staff_Public,Patients_Public,Inmates_Public,Youth_Public
6419,2020/06/10 14:00:00+00,Baltimore City,Autumn Lake at Alice Manor,5,0,,,,
6420,2020/06/10 14:00:00+00,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,59,,,,
6421,2020/06/10 14:00:00+00,Baltimore City,Baltimore Central Booking and Intake Center,,,43,,31,
6422,2020/06/10 14:00:00+00,Baltimore City,Baltimore City Correctional Center,,,2,,0,
6423,2020/06/10 14:00:00+00,Baltimore City,Blue Point Healthcare Center,14,81,,,,
6424,2020/06/10 14:00:00+00,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),,,8,,1,
6425,2020/06/10 14:00:00+00,Baltimore City,Esther's Place at Pinewood,1,11,,,,
6426,2020/06/10 14:00:00+00,Baltimore City,Fayette Health and Rehabilitation Center,45,56,,,,
6427,2020/06/10 14:00:00+00,Baltimore City,Future Care Irvington,39,79,,,,
6428,2020/06/10 14:00:00+00,Baltimore City,FutureCare Good Samaritan,17,31,,,,
6429,2020/06/10 14:00:00+00,Baltimore City,FutureCare Lochearn,99,158,,,,
6430,2020/06/10 14:00:00+00,Baltimore City,FutureCare Sandtown,45,58,,,,
6431,2020/06/10 14:00:00+00,Baltimore City,Genesis Homewood Center,0,1,,,,
6432,2020/06/10 14:00:00+00,Baltimore City,Keswick Multi-Care Center,14,16,,,,
6433,2020/06/10 14:00:00+00,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,42,58,,,,
6434,2020/06/10 14:00:00+00,Baltimore City,Manor Care Roland Park,3,14,,,,
6435,2020/06/10 14:00:00+00,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",,,32,,3,
6436,2020/06/10 14:00:00+00,Baltimore City,Metropolitan Transition Center,,,43,,15,
6437,2020/06/10 14:00:00+00,Baltimore City,Northwest Health and Rehab Center,3,0,,,,
6438,2020/06/10 14:00:00+00,Baltimore City,Nursing and Rehab Center at Stadium Place,8,3,,,,
6439,2020/06/10 14:00:00+00,Baltimore City,Peak Health Caton Manor,19,52,,,,
6440,2020/06/10 14:00:00+00,Baltimore City,Post Acute Care Center,21,73,,,,
6441,2020/06/10 14:00:00+00,Baltimore City,Roland Park Place,11,10,,,,
6442,2020/06/10 14:00:00+00,Baltimore City,Rosemarie Manor Inc.,1,0,,,,
6443,2020/06/10 14:00:00+00,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,29,,,,
6444,2020/06/10 14:00:00+00,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,18,62,,,,
6445,2020/06/10 14:00:00+00,Baltimore City,Youth Detention Center,,,2,,1,
6446,2020/06/10 14:00:00+00,Baltimore County,Arden Courts of Pikesville,1,12,,,,
6447,2020/06/10 14:00:00+00,Baltimore County,Atrium Village,7,12,,,,
6448,2020/06/10 14:00:00+00,Baltimore County,Autumn Lake Healthcare at Riverview,14,6,,,,
6449,2020/06/10 14:00:00+00,Baltimore County,Autumn Lake Pikesville,12,61,,,,
6450,2020/06/10 14:00:00+00,Baltimore County,Baltimore County Detention Center,,,6,8,,
6451,2020/06/10 14:00:00+00,Baltimore County,Blakehurst Lifecare Community,14,0,,,,
6452,2020/06/10 14:00:00+00,Baltimore County,Brightview Assisted Living Catonsville,1,0,,,,
6453,2020/06/10 14:00:00+00,Baltimore County,Brightview Mays Chapel Hill,1,1,,,,
6454,2020/06/10 14:00:00+00,Baltimore County,Brightview White Marsh - Brightview Senior Living,3,0,,,,
6455,2020/06/10 14:00:00+00,Baltimore County,Broadmead,7,14,,,,
6456,2020/06/10 14:00:00+00,Baltimore County,Chapel Hill Nursing and Rehabilitation Center,1,3,,,,
6457,2020/06/10 14:00:00+00,Baltimore County,"Charles H. Hickey, Jr. School",,,1,,,0
6458,2020/06/10 14:00:00+00,Baltimore County,Charlestown Senior Living Community,34,31,,,,
6459,2020/06/10 14:00:00+00,Baltimore County,Edenwald,10,1,,,,
6460,2020/06/10 14:00:00+00,Baltimore County,Forest Haven Nursing & Rehab Center,38,71,,,,
6461,2020/06/10 14:00:00+00,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,41,74,,,,
6462,2020/06/10 14:00:00+00,Baltimore County,Futurecare Cherrywood,54,95,,,,
6463,2020/06/10 14:00:00+00,Baltimore County,FutureCare Courtland,26,74,,,,
6464,2020/06/10 14:00:00+00,Baltimore County,FutureCare Northpoint,26,45,,,,
6465,2020/06/10 14:00:00+00,Baltimore County,FutureCare Old Court,44,80,,,,
6466,2020/06/10 14:00:00+00,Baltimore County,Genesis Catonsville Commons,18,54,,,,
6467,2020/06/10 14:00:00+00,Baltimore County,Genesis Cromwell Center,13,43,,,,
6468,2020/06/10 14:00:00+00,Baltimore County,Genesis Eldercare Franklin Woods,2,1,,,,
6469,2020/06/10 14:00:00+00,Baltimore County,Genesis Loch Raven,28,69,,,,
6470,2020/06/10 14:00:00+00,Baltimore County,Genesis Long Green,4,0,,,,
6471,2020/06/10 14:00:00+00,Baltimore County,Genesis Multi-Medical Center,4,1,,,,
6472,2020/06/10 14:00:00+00,Baltimore County,Genesis Perring Parkway,1,0,,,,
6473,2020/06/10 14:00:00+00,Baltimore County,Glen Meadows Retirement Community,9,14,,,,
6474,2020/06/10 14:00:00+00,Baltimore County,Greater Baltimore Medical Center Sub Acute Unit,1,0,,,,
6475,2020/06/10 14:00:00+00,Baltimore County,Heritage Center Genesis Eldercare,8,37,,,,
6476,2020/06/10 14:00:00+00,Baltimore County,Holly Hills Manor,21,39,,,,
6477,2020/06/10 14:00:00+00,Baltimore County,King David Nursing and Rehabilitation Center,7,15,,,,
6478,2020/06/10 14:00:00+00,Baltimore County,Lorien Mays Chapel,2,0,,,,
6479,2020/06/10 14:00:00+00,Baltimore County,ManorCare Health Services - Ruxton,28,64,,,,
6480,2020/06/10 14:00:00+00,Baltimore County,ManorCare Health Services- Rossville,19,61,,,,
6481,2020/06/10 14:00:00+00,Baltimore County,ManorCare Health Services- Towson,1,1,,,,
6482,2020/06/10 14:00:00+00,Baltimore County,Maria Health Care Center,7,0,,,,
6483,2020/06/10 14:00:00+00,Baltimore County,Meadow Park Rehabilitation and Healthcare,22,32,,,,
6484,2020/06/10 14:00:00+00,Baltimore County,North Oak,4,4,,,,
6485,2020/06/10 14:00:00+00,Baltimore County,Northwest Hospital Center - Subacute rehab facility,11,7,,,,
6486,2020/06/10 14:00:00+00,Baltimore County,Oak Crest,19,31,,,,
6487,2020/06/10 14:00:00+00,Baltimore County,Oakwood Care Center,18,76,,,,
6488,2020/06/10 14:00:00+00,Baltimore County,Orchard Hill Health and Rehab,7,47,,,,
6489,2020/06/10 14:00:00+00,Baltimore County,Paradise Assisted Living,2,0,,,,
6490,2020/06/10 14:00:00+00,Baltimore County,Patapsco Valley Center,24,54,,,,
6491,2020/06/10 14:00:00+00,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,3,,,,
6492,2020/06/10 14:00:00+00,Baltimore County,Ridgeway Manor,13,19,,,,
6493,2020/06/10 14:00:00+00,Baltimore County,Stella Maris,29,27,,,,
6494,2020/06/10 14:00:00+00,Baltimore County,Summit Park Health & Rehabilitation Center,16,23,,,,
6495,2020/06/10 14:00:00+00,Baltimore County,Sunrise of Pikesville,9,8,,,,
6496,2020/06/10 14:00:00+00,Baltimore County,Village at Augsburg -- Nursing Home,44,77,,,,
6497,2020/06/10 14:00:00+00,Baltimore County,Woodholme Garden,1,0,,,,
6498,2020/06/10 14:00:00+00,Calvert,Asbury Solomons,2,0,,,,
6499,2020/06/10 14:00:00+00,Calvert,Solomons Nursing Center,1,1,,,,
6500,2020/06/10 14:00:00+00,Caroline,Autumn Lake Healthcare at Denton,0,1,,,,
6501,2020/06/10 14:00:00+00,Carroll,Birch Manor Healthcare Center,0,20,,,,
6502,2020/06/10 14:00:00+00,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,2,29,,,,
6503,2020/06/10 14:00:00+00,Carroll,Carroll Lutheran Village,15,44,,,,
6504,2020/06/10 14:00:00+00,Carroll,Central Maryland Correctional Facility (Formerly CLF),,,17,,7,
6505,2020/06/10 14:00:00+00,Carroll,Copper Ridge,1,3,,,,
6506,2020/06/10 14:00:00+00,Carroll,Fairhaven,29,45,,,,
6507,2020/06/10 14:00:00+00,Carroll,Longview Nursing Home Inc.,24,37,,,,
6508,2020/06/10 14:00:00+00,Carroll,Lorien Mount Airy,17,14,,,,
6509,2020/06/10 14:00:00+00,Carroll,Lorien Taneytown,0,2,,,,
6510,2020/06/10 14:00:00+00,Carroll,Pleasant View Nursing Home,2,1,,,,
6511,2020/06/10 14:00:00+00,Carroll,Silver Oak Academy,18,27,,,,
6512,2020/06/10 14:00:00+00,Carroll,Springfield Hospital Center,,,16,5,,
6513,2020/06/10 14:00:00+00,Carroll,Westminster Healthcare Center,13,89,,,,
6514,2020/06/10 14:00:00+00,Cecil,Calvert Manor Healthcare Center,28,101,,,,
6515,2020/06/10 14:00:00+00,Charles,Genesis La Plata,8,0,,,,
6516,2020/06/10 14:00:00+00,Charles,Restore Health Rehabilitation Center,6,10,,,,
6517,2020/06/10 14:00:00+00,Charles,The Charleston Senior Community,10,34,,,,
6518,2020/06/10 14:00:00+00,Dorchester,Chesapeake Woods Center,6,5,,,,
6519,2020/06/10 14:00:00+00,Dorchester,Signature Healthcare at Mallard Bay,2,0,,,,
6520,2020/06/10 14:00:00+00,Frederick,Ballenger Creek - Genesis Healthcare,53,89,,,,
6521,2020/06/10 14:00:00+00,Frederick,Buckingham's Choice,3,0,,,,
6522,2020/06/10 14:00:00+00,Frederick,Country Meadows of Frederick,22,30,,,,
6523,2020/06/10 14:00:00+00,Frederick,Frederick Health and Rehabilitation Center,1,0,,,,
6524,2020/06/10 14:00:00+00,Frederick,HeartFields Assisted Living at Frederick,18,10,,,,
6525,2020/06/10 14:00:00+00,Frederick,Homewood at Frederick,47,43,,,,
6526,2020/06/10 14:00:00+00,Frederick,Northampton Manor Nursing and Rehabilitation Center,25,76,,,,
6527,2020/06/10 14:00:00+00,Frederick,Somerford House Frederick,8,3,,,,
6528,2020/06/10 14:00:00+00,Garrett,Dennett Road Manor,3,4,,,,
6529,2020/06/10 14:00:00+00,Howard,Arbor Terrace Fulton,12,16,,,,
6530,2020/06/10 14:00:00+00,Howard,Ellicott City Healthcare Center,35,110,,,,
6531,2020/06/10 14:00:00+00,Howard,HeartLands Senior Living Village at Ellicott City,1,2,,,,
6532,2020/06/10 14:00:00+00,Howard,Howard County Detention Center,,,3,0,,
6533,2020/06/10 14:00:00+00,Howard,Lorien Columbia,8,26,,,,
6534,2020/06/10 14:00:00+00,Howard,Lutheran Village at Miller's Grant,7,3,,,,
6535,2020/06/10 14:00:00+00,Howard,Morningside House of Ellicott City,9,19,,,,
6536,2020/06/10 14:00:00+00,Howard,Residences at Vantage Point,21,6,,,,
6537,2020/06/10 14:00:00+00,Howard,Shangri-La Assisted Living,7,10,,,,
6538,2020/06/10 14:00:00+00,Howard,Somerford Place Columbia,7,22,,,,
6539,2020/06/10 14:00:00+00,Howard,Sunrise of Columbia,10,17,,,,
6540,2020/06/10 14:00:00+00,Kent,Heron Point of Chestertown,1,0,,,,
6541,2020/06/10 14:00:00+00,Kent,The Resort at Chester Manor,12,38,,,,
6542,2020/06/10 14:00:00+00,Montgomery,Alfred House One,0,2,,,,
6543,2020/06/10 14:00:00+00,Montgomery,Arcola Health and Rehabilitation Center,15,25,,,,
6544,2020/06/10 14:00:00+00,Montgomery,Aspenwood Senior Living Community,2,4,,,,
6545,2020/06/10 14:00:00+00,Montgomery,Autumn Lake Healthcare at Oakview,20,67,,,,
6546,2020/06/10 14:00:00+00,Montgomery,Bethesda Health and Rehab,35,71,,,,
6547,2020/06/10 14:00:00+00,Montgomery,Brighton Gardens at Friendship Heights,0,2,,,,
6548,2020/06/10 14:00:00+00,Montgomery,Brighton Gardens of Tuckerman Lane,27,25,,,,
6549,2020/06/10 14:00:00+00,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,,,,
6550,2020/06/10 14:00:00+00,Montgomery,Brightview West End - Brightview Senior Living,5,4,,,,
6551,2020/06/10 14:00:00+00,Montgomery,Brookdale Potomac Assisted Living,8,18,,,,
6552,2020/06/10 14:00:00+00,Montgomery,Brookeville House,2,3,,,,
6553,2020/06/10 14:00:00+00,Montgomery,"Cadia Healthcare of Springbrook, MD",20,20,,,,
6554,2020/06/10 14:00:00+00,Montgomery,Cadia Healthcare Wheaton,15,43,,,,
6555,2020/06/10 14:00:00+00,Montgomery,Collingswood Rehabilitation and Healthcare Center,44,112,,,,
6556,2020/06/10 14:00:00+00,Montgomery,Fairland Center,12,5,,,,
6557,2020/06/10 14:00:00+00,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,,,,
6558,2020/06/10 14:00:00+00,Montgomery,Friends House Retirement Community,15,18,,,,
6559,2020/06/10 14:00:00+00,Montgomery,Hebrew Home of Greater Washington,57,78,,,,
6560,2020/06/10 14:00:00+00,Montgomery,Ingleside at King Farm,4,0,,,,
6561,2020/06/10 14:00:00+00,Montgomery,JK House of Grace,7,14,,,,
6562,2020/06/10 14:00:00+00,Montgomery,Kensington Healthcare Center,27,53,,,,
6563,2020/06/10 14:00:00+00,Montgomery,Kensington Park,30,29,,,,
6564,2020/06/10 14:00:00+00,Montgomery,Kindley Assisted Living at Asbury Methodist Village,6,2,,,,
6565,2020/06/10 14:00:00+00,Montgomery,Layhill Center,3,19,,,,
6566,2020/06/10 14:00:00+00,Montgomery,Manor Care Silver Spring,29,69,,,,
6567,2020/06/10 14:00:00+00,Montgomery,Manor Care Wheaton,21,58,,,,
6568,2020/06/10 14:00:00+00,Montgomery,ManorCare Health Services - Chevy Chase,17,42,,,,
6569,2020/06/10 14:00:00+00,Montgomery,ManorCare Health Services Bethesda,18,60,,,,
6570,2020/06/10 14:00:00+00,Montgomery,ManorCare Potomac,27,66,,,,
6571,2020/06/10 14:00:00+00,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",10,2,,,,
6572,2020/06/10 14:00:00+00,Montgomery,Marian Assisted Living,6,20,,,,
6573,2020/06/10 14:00:00+00,Montgomery,Montgomery Village Health Care Center,29,57,,,,
6574,2020/06/10 14:00:00+00,Montgomery,Oak Manor Center,7,12,,,,
6575,2020/06/10 14:00:00+00,Montgomery,Olney Memory Care,7,11,,,,
6576,2020/06/10 14:00:00+00,Montgomery,Regency Care of Silver Spring,34,54,,,,
6577,2020/06/10 14:00:00+00,Montgomery,Seabury at Springvale Terrace,5,1,,,,
6578,2020/06/10 14:00:00+00,Montgomery,Shady Grove Center for Nursing & Rehabilitation,21,66,,,,
6579,2020/06/10 14:00:00+00,Montgomery,Sligo Creek Center - Genesis Healthcare,15,23,,,,
6580,2020/06/10 14:00:00+00,Montgomery,Sunrise at Montgomery Village,33,27,,,,
6581,2020/06/10 14:00:00+00,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,10,10,,,,
6582,2020/06/10 14:00:00+00,Montgomery,Sunrise Senior Living Bethesda,26,16,,,,
6583,2020/06/10 14:00:00+00,Montgomery,The Landing of Silver Spring,17,14,,,,
6584,2020/06/10 14:00:00+00,Montgomery,The Manor,1,1,,,,
6585,2020/06/10 14:00:00+00,Montgomery,Tribute at Black Hill,7,4,,,,
6586,2020/06/10 14:00:00+00,Montgomery,Village at Rockville,25,42,,,,
6587,2020/06/10 14:00:00+00,Prince George's,Adelphi Nursing and Rehabilitation,14,62,,,,
6588,2020/06/10 14:00:00+00,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,,,,
6589,2020/06/10 14:00:00+00,Prince George's,Cadia Hyattsville,53,98,,,,
6590,2020/06/10 14:00:00+00,Prince George's,Clinton Nursing and Rehabilitation Center,41,156,,,,
6591,2020/06/10 14:00:00+00,Prince George's,Collington,13,13,,,,
6592,2020/06/10 14:00:00+00,Prince George's,Doctors Community Rehabilitation and Patient Care Center,17,29,,,,
6593,2020/06/10 14:00:00+00,Prince George's,Elizabeth Manor,2,6,,,,
6594,2020/06/10 14:00:00+00,Prince George's,Forestville Healthcare Center,13,42,,,,
6595,2020/06/10 14:00:00+00,Prince George's,Fort Washington Health Center,11,45,,,,
6596,2020/06/10 14:00:00+00,Prince George's,Future Care Pineview,24,47,,,,
6597,2020/06/10 14:00:00+00,Prince George's,Henson Creek Assisted Living,0,1,,,,
6598,2020/06/10 14:00:00+00,Prince George's,"Hillhaven Assisted Living, Nursing and Rehabilitation Center",26,38,,,,
6599,2020/06/10 14:00:00+00,Prince George's,Hyattsville Health and Rehab,12,45,,,,
6600,2020/06/10 14:00:00+00,Prince George's,Largo Nursing & Rehabilitation Center,11,39,,,,
6601,2020/06/10 14:00:00+00,Prince George's,Larkin Chase Center,25,80,,,,
6602,2020/06/10 14:00:00+00,Prince George's,Patuxent River Health and Rehabilitation Center,29,52,,,,
6603,2020/06/10 14:00:00+00,Prince George's,Prince George's County Jail,,,36,24,,
6604,2020/06/10 14:00:00+00,Prince George's,Riderwood Village - Arbor Ridge,91,61,,,,
6605,2020/06/10 14:00:00+00,Prince George's,Sacred Heart Home Inc,12,14,,,,
6606,2020/06/10 14:00:00+00,Queen Anne's,Corsica Hills Center,17,14,,,,
6607,2020/06/10 14:00:00+00,Somerset,Chesapeake Cove,1,0,,,,
6608,2020/06/10 14:00:00+00,Somerset,Eastern Correctional Institution,,,2,,0,
6609,2020/06/10 14:00:00+00,Somerset,Eastern Correctional Institution Annex,,,1,,0,
6610,2020/06/10 14:00:00+00,St. Mary's,Charlotte Hall Veterans Home,83,199,,,,
6611,2020/06/10 14:00:00+00,St. Mary's,Chesapeake Shores,6,2,,,,
6612,2020/06/10 14:00:00+00,St. Mary's,Discovery Commons at Wild Wood,1,0,,,,
6613,2020/06/10 14:00:00+00,St. Mary's,Southern Maryland Pre-Release Unit,,,2,,0,
6614,2020/06/10 14:00:00+00,Talbot,Bayleigh Chase,1,0,,,,
6615,2020/06/10 14:00:00+00,Talbot,Peake Healthcare at the Pines,2,5,,,,
6616,2020/06/10 14:00:00+00,Washington,Cadia Healthcare - Hagerstown,2,0,,,,
6617,2020/06/10 14:00:00+00,Washington,Hagerstown Healthcare Center,1,0,,,,
6618,2020/06/10 14:00:00+00,Washington,Homewood Hilltop,1,5,,,,
6619,2020/06/10 14:00:00+00,Washington,Maryland Correctional Institution Hagerstown,,,1,,0,
6620,2020/06/10 14:00:00+00,Washington,Maryland Correctional Training Center,,,8,,1,
6621,2020/06/10 14:00:00+00,Washington,Ravenwood Nursing Care Center,3,0,,,,
6622,2020/06/10 14:00:00+00,Washington,Roxbury Correctional Institution,,,0,,1,
6623,2020/06/10 14:00:00+00,Washington,Sterling Care South Mountain,21,53,,,,
6624,2020/06/10 14:00:00+00,Washington,Western Maryland Hospital Center,,,2,0,,
6625,2020/06/10 14:00:00+00,Wicomico,Anchorage Healthcare Center,7,25,,,,
6626,2020/06/10 14:00:00+00,Wicomico,Salisbury Rehabilitation and Nursing Center,40,75,,,,
6627,2020/06/10 14:00:00+00,Worcester,Berlin Nursing and Rehabilitation Center,30,67,,,,
6628,2020/06/10 14:00:00+00,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),1,0,,,,
6629,2020/06/10 14:00:00+00,Worcester,Worcester County Detention Center,,,10,0,,
6630,2020/06/17 14:00:00+00,Allegany,Cumberland Healthcare Center,36,88,,,,
6631,2020/06/17 14:00:00+00,Allegany,North Branch Correctional Institution,,,1,,0,
6632,2020/06/17 14:00:00+00,Allegany,Western Correctional Institution,,,2,,1,
6633,2020/06/17 14:00:00+00,Anne Arundel,Baywoods of Annapolis,14,15,,,,
6634,2020/06/17 14:00:00+00,Anne Arundel,Crofton Care and Rehabilitation,11,59,,,,
6635,2020/06/17 14:00:00+00,Anne Arundel,Dorsey Run Correctional Facility,,,35,,45,
6636,2020/06/17 14:00:00+00,Anne Arundel,Genesis Hammonds Lane,0,1,,,,
6637,2020/06/17 14:00:00+00,Anne Arundel,Genesis Severna Park,6,10,,,,
6638,2020/06/17 14:00:00+00,Anne Arundel,Genesis Waugh Chapel,17,57,,,,
6639,2020/06/17 14:00:00+00,Anne Arundel,Glen Burnie Health and Rehabilitation Center,15,47,,,,
6640,2020/06/17 14:00:00+00,Anne Arundel,Heritage Harbour Health and Rehabilitation Center,10,31,,,,
6641,2020/06/17 14:00:00+00,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),,,55,,93,
6642,2020/06/17 14:00:00+00,Anne Arundel,Maryland Correctional Institution - Jessup,,,33,,138,
6643,2020/06/17 14:00:00+00,Anne Arundel,Maryland Correctional Institution for Women,,,52,,24,
6644,2020/06/17 14:00:00+00,Anne Arundel,North Arundel Health and Rehabilitation Center,29,48,,,,
6645,2020/06/17 14:00:00+00,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,,,56,,26,
6646,2020/06/17 14:00:00+00,Anne Arundel,Regency Park Assisted Living,0,13,,,,
6647,2020/06/17 14:00:00+00,Anne Arundel,Somerford Assisted Living,7,9,,,,
6648,2020/06/17 14:00:00+00,Anne Arundel,Spa Creek Center,15,32,,,,
6649,2020/06/17 14:00:00+00,Anne Arundel,The Peartree House Assisted Living,2,4,,,,
6650,2020/06/17 14:00:00+00,Baltimore City,Autumn Lake at Alice Manor,7,1,,,,
6651,2020/06/17 14:00:00+00,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,59,,,,
6652,2020/06/17 14:00:00+00,Baltimore City,Baltimore Central Booking and Intake Center,,,43,,37,
6653,2020/06/17 14:00:00+00,Baltimore City,Baltimore City Correctional Center,,,2,,0,
6654,2020/06/17 14:00:00+00,Baltimore City,Blue Point Healthcare Center,26,70,,,,
6655,2020/06/17 14:00:00+00,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),,,15,,1,
6656,2020/06/17 14:00:00+00,Baltimore City,Fayette Health and Rehabilitation Center,45,66,,,,
6657,2020/06/17 14:00:00+00,Baltimore City,Future Care Irvington,39,80,,,,
6658,2020/06/17 14:00:00+00,Baltimore City,FutureCare Lochearn,99,158,,,,
6659,2020/06/17 14:00:00+00,Baltimore City,FutureCare Sandtown,45,59,,,,
6660,2020/06/17 14:00:00+00,Baltimore City,Genesis Homewood Center,1,1,,,,
6661,2020/06/17 14:00:00+00,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,43,58,,,,
6662,2020/06/17 14:00:00+00,Baltimore City,Manor Care Roland Park,5,18,,,,
6663,2020/06/17 14:00:00+00,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",,,32,,3,
6664,2020/06/17 14:00:00+00,Baltimore City,Metropolitan Transition Center,,,43,,15,
6665,2020/06/17 14:00:00+00,Baltimore City,Northwest Health and Rehab Center,3,0,,,,
6666,2020/06/17 14:00:00+00,Baltimore City,Nursing and Rehab Center at Stadium Place,13,3,,,,
6667,2020/06/17 14:00:00+00,Baltimore City,Peak Health Caton Manor,19,52,,,,
6668,2020/06/17 14:00:00+00,Baltimore City,Post Acute Care Center,21,79,,,,
6669,2020/06/17 14:00:00+00,Baltimore City,Roland Park Place,11,10,,,,
6670,2020/06/17 14:00:00+00,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,29,,,,
6671,2020/06/17 14:00:00+00,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,25,61,,,,
6672,2020/06/17 14:00:00+00,Baltimore City,Youth Detention Center,,,2,,2,
6673,2020/06/17 14:00:00+00,Baltimore County,Arden Courts of Pikesville,2,14,,,,
