DATE,COUNTY,FACILITY_NAME,"Staff:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities","Residents:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities",Staff:_State_and_Local_Affected_Facilities,Patients:_State_and_Local_Affected_Facilities,Inmates:_State_and_Local_Affected_Facilities,Youth:_State_and_Local_Affected_Facilities,OBJECTID
6/10/2020,Montgomery,Manor Care Silver Spring,29,69,N/A,N/A,N/A,N/A,1656
6/10/2020,Montgomery,Manor Care Wheaton,21,58,N/A,N/A,N/A,N/A,1657
6/10/2020,Montgomery,ManorCare Health Services - Chevy Chase,17,42,N/A,N/A,N/A,N/A,1658
6/10/2020,Montgomery,ManorCare Health Services Bethesda,18,60,N/A,N/A,N/A,N/A,1659
6/10/2020,Montgomery,ManorCare Potomac,27,66,N/A,N/A,N/A,N/A,1660
6/10/2020,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",10,2,N/A,N/A,N/A,N/A,1661
6/10/2020,Montgomery,Marian Assisted Living,6,20,N/A,N/A,N/A,N/A,1662
6/10/2020,Montgomery,Montgomery Village Health Care Center,29,57,N/A,N/A,N/A,N/A,1663
6/10/2020,Montgomery,Oak Manor Center,7,12,N/A,N/A,N/A,N/A,1664
6/10/2020,Montgomery,Olney Memory Care,7,11,N/A,N/A,N/A,N/A,1665
6/10/2020,Montgomery,Regency Care of Silver Spring,34,54,N/A,N/A,N/A,N/A,1666
6/10/2020,Montgomery,Seabury at Springvale Terrace,5,1,N/A,N/A,N/A,N/A,1667
6/10/2020,Montgomery,Shady Grove Center for Nursing & Rehabilitation,21,66,N/A,N/A,N/A,N/A,1668
6/10/2020,Montgomery,Sligo Creek Center - Genesis Healthcare,15,23,N/A,N/A,N/A,N/A,1669
6/10/2020,Montgomery,Sunrise at Montgomery Village,33,27,N/A,N/A,N/A,N/A,1670
6/10/2020,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,10,10,N/A,N/A,N/A,N/A,1671
6/10/2020,Montgomery,Sunrise Senior Living Bethesda,26,16,N/A,N/A,N/A,N/A,1672
6/10/2020,Montgomery,The Landing of Silver Spring,17,14,N/A,N/A,N/A,N/A,1673
6/10/2020,Montgomery,The Manor,1,1,N/A,N/A,N/A,N/A,1674
6/10/2020,Montgomery,Tribute at Black Hill,7,4,N/A,N/A,N/A,N/A,1675
6/10/2020,Montgomery,Village at Rockville,25,42,N/A,N/A,N/A,N/A,1676
6/10/2020,Prince George's,Adelphi Nursing and Rehabilitation,14,62,N/A,N/A,N/A,N/A,1677
6/10/2020,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,N/A,N/A,N/A,N/A,1678
6/10/2020,Prince George's,Cadia Hyattsville,53,98,N/A,N/A,N/A,N/A,1679
6/10/2020,Prince George's,Clinton Nursing and Rehabilitation Center,41,156,N/A,N/A,N/A,N/A,1680
6/10/2020,Prince George's,Collington,13,13,N/A,N/A,N/A,N/A,1681
6/10/2020,Prince George's,Doctors Community Rehabilitation and Patient Care Center,17,29,N/A,N/A,N/A,N/A,1682
6/10/2020,Prince George's,Elizabeth Manor,2,6,N/A,N/A,N/A,N/A,1683
6/10/2020,Prince George's,Forestville Healthcare Center,13,42,N/A,N/A,N/A,N/A,1684
6/10/2020,Prince George's,Fort Washington Health Center,11,45,N/A,N/A,N/A,N/A,1685
6/10/2020,Prince George's,Future Care Pineview,24,47,N/A,N/A,N/A,N/A,1686
6/10/2020,Prince George's,Henson Creek Assisted Living,0,1,N/A,N/A,N/A,N/A,1687
6/10/2020,Prince George's,"Hillhaven Assisted Living, Nursing and Rehabilitation Center",26,38,N/A,N/A,N/A,N/A,1688
6/10/2020,Prince George's,Hyattsville Health and Rehab,12,45,N/A,N/A,N/A,N/A,1689
6/10/2020,Prince George's,Largo Nursing & Rehabilitation Center,11,39,N/A,N/A,N/A,N/A,1690
6/10/2020,Prince George's,Larkin Chase Center,25,80,N/A,N/A,N/A,N/A,1691
6/10/2020,Prince George's,Patuxent River Health and Rehabilitation Center,29,52,N/A,N/A,N/A,N/A,1692
6/10/2020,Prince George's,Prince George's County Jail,N/A,N/A,36,24,N/A,N/A,1693
6/10/2020,Prince George's,Riderwood Village - Arbor Ridge,91,61,N/A,N/A,N/A,N/A,1694
6/10/2020,Prince George's,Sacred Heart Home Inc,12,14,N/A,N/A,N/A,N/A,1695
6/10/2020,Queen Anne's,Corsica Hills Center,17,14,N/A,N/A,N/A,N/A,1696
6/10/2020,Somerset,Chesapeake Cove,1,0,N/A,N/A,N/A,N/A,1697
6/10/2020,Somerset,Eastern Correctional Institution,N/A,N/A,2,N/A,0,N/A,1698
6/10/2020,Somerset,Eastern Correctional Institution Annex,N/A,N/A,1,N/A,0,N/A,1699
6/10/2020,St. Mary's,Charlotte Hall Veterans Home,83,199,N/A,N/A,N/A,N/A,1700
6/10/2020,St. Mary's,Chesapeake Shores,6,2,N/A,N/A,N/A,N/A,1701
6/10/2020,St. Mary's,Discovery Commons at Wild Wood,1,0,N/A,N/A,N/A,N/A,1702
6/10/2020,St. Mary's,Southern Maryland Pre-Release Unit,N/A,N/A,2,N/A,0,N/A,1703
6/10/2020,Talbot,Bayleigh Chase,1,0,N/A,N/A,N/A,N/A,1704
6/10/2020,Talbot,Peake Healthcare at the Pines,2,5,N/A,N/A,N/A,N/A,1705
6/10/2020,Washington,Cadia Healthcare - Hagerstown,2,0,N/A,N/A,N/A,N/A,1706
6/10/2020,Washington,Hagerstown Healthcare Center,1,0,N/A,N/A,N/A,N/A,1707
6/10/2020,Washington,Homewood Hilltop,1,5,N/A,N/A,N/A,N/A,1708
6/10/2020,Washington,Maryland Correctional Institution Hagerstown,N/A,N/A,1,N/A,0,N/A,1709
6/10/2020,Washington,Maryland Correctional Training Center,N/A,N/A,8,N/A,1,N/A,1710
6/10/2020,Washington,Ravenwood Nursing Care Center,3,0,N/A,N/A,N/A,N/A,1711
6/10/2020,Washington,Roxbury Correctional Institution,N/A,N/A,0,N/A,1,N/A,1712
6/10/2020,Washington,Sterling Care South Mountain,21,53,N/A,N/A,N/A,N/A,1713
6/10/2020,Washington,Western Maryland Hospital Center,N/A,N/A,2,0,N/A,N/A,1714
6/10/2020,Wicomico,Anchorage Healthcare Center,7,25,N/A,N/A,N/A,N/A,1715
6/10/2020,Wicomico,Salisbury Rehabilitation and Nursing Center,40,75,N/A,N/A,N/A,N/A,1716
6/10/2020,Worcester,Berlin Nursing and Rehabilitation Center,30,67,N/A,N/A,N/A,N/A,1717
6/10/2020,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),1,0,N/A,N/A,N/A,N/A,1718
6/10/2020,Worcester,Worcester County Detention Center,N/A,N/A,10,0,N/A,N/A,1719
6/17/2020,Allegany,Cumberland Healthcare Center,36,88,N/A,N/A,N/A,N/A,1720
6/17/2020,Allegany,North Branch Correctional Institution,N/A,N/A,1,N/A,0,N/A,1721
6/17/2020,Allegany,Western Correctional Institution,N/A,N/A,2,N/A,1,N/A,1722
6/17/2020,Anne Arundel,Baywoods of Annapolis,14,15,N/A,N/A,N/A,N/A,1723
6/17/2020,Anne Arundel,Crofton Care and Rehabilitation,11,59,N/A,N/A,N/A,N/A,1724
6/17/2020,Anne Arundel,Dorsey Run Correctional Facility,N/A,N/A,35,N/A,45,N/A,1725
6/17/2020,Anne Arundel,Genesis Hammonds Lane,0,1,N/A,N/A,N/A,N/A,1726
6/17/2020,Anne Arundel,Genesis Severna Park,6,10,N/A,N/A,N/A,N/A,1727
6/17/2020,Anne Arundel,Genesis Waugh Chapel,17,57,N/A,N/A,N/A,N/A,1728
6/17/2020,Anne Arundel,Glen Burnie Health and Rehabilitation Center,15,47,N/A,N/A,N/A,N/A,1729
6/17/2020,Anne Arundel,Heritage Harbour Health and Rehabilitation Center,10,31,N/A,N/A,N/A,N/A,1730
6/17/2020,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),N/A,N/A,55,N/A,93,N/A,1731
6/17/2020,Anne Arundel,Maryland Correctional Institution - Jessup,N/A,N/A,33,N/A,138,N/A,1732
6/17/2020,Anne Arundel,Maryland Correctional Institution for Women,N/A,N/A,52,N/A,24,N/A,1733
6/17/2020,Anne Arundel,North Arundel Health and Rehabilitation Center,29,48,N/A,N/A,N/A,N/A,1734
6/17/2020,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,N/A,N/A,56,N/A,26,N/A,1735
6/17/2020,Anne Arundel,Regency Park Assisted Living,0,13,N/A,N/A,N/A,N/A,1736
6/17/2020,Anne Arundel,Somerford Assisted Living,7,9,N/A,N/A,N/A,N/A,1737
6/17/2020,Anne Arundel,Spa Creek Center,15,32,N/A,N/A,N/A,N/A,1738
6/17/2020,Anne Arundel,The Peartree House Assisted Living,2,4,N/A,N/A,N/A,N/A,1739
6/17/2020,Baltimore City,Autumn Lake at Alice Manor,7,1,N/A,N/A,N/A,N/A,1740
6/17/2020,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,59,N/A,N/A,N/A,N/A,1741
6/17/2020,Baltimore City,Baltimore Central Booking and Intake Center,N/A,N/A,43,N/A,37,N/A,1742
6/17/2020,Baltimore City,Baltimore City Correctional Center,N/A,N/A,2,N/A,0,N/A,1743
6/17/2020,Baltimore City,Blue Point Healthcare Center,26,70,N/A,N/A,N/A,N/A,1744
6/17/2020,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),N/A,N/A,15,N/A,1,N/A,1745
6/17/2020,Baltimore City,Fayette Health and Rehabilitation Center,45,66,N/A,N/A,N/A,N/A,1746
6/17/2020,Baltimore City,Future Care Irvington,39,80,N/A,N/A,N/A,N/A,1747
6/17/2020,Baltimore City,FutureCare Lochearn,99,158,N/A,N/A,N/A,N/A,1748
6/17/2020,Baltimore City,FutureCare Sandtown,45,59,N/A,N/A,N/A,N/A,1749
6/17/2020,Baltimore City,Genesis Homewood Center,1,1,N/A,N/A,N/A,N/A,1750
6/17/2020,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,43,58,N/A,N/A,N/A,N/A,1751
6/17/2020,Baltimore City,Manor Care Roland Park,5,18,N/A,N/A,N/A,N/A,1752
6/17/2020,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",N/A,N/A,32,N/A,3,N/A,1753
6/17/2020,Baltimore City,Metropolitan Transition Center,N/A,N/A,43,N/A,15,N/A,1754
6/17/2020,Baltimore City,Northwest Health and Rehab Center,3,0,N/A,N/A,N/A,N/A,1755
6/17/2020,Baltimore City,Nursing and Rehab Center at Stadium Place,13,3,N/A,N/A,N/A,N/A,1756
6/17/2020,Baltimore City,Peak Health Caton Manor,19,52,N/A,N/A,N/A,N/A,1757
6/17/2020,Baltimore City,Post Acute Care Center,21,79,N/A,N/A,N/A,N/A,1758
6/17/2020,Baltimore City,Roland Park Place,11,10,N/A,N/A,N/A,N/A,1759
6/17/2020,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,29,N/A,N/A,N/A,N/A,1760
6/17/2020,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,25,61,N/A,N/A,N/A,N/A,1761
6/17/2020,Baltimore City,Youth Detention Center,N/A,N/A,2,N/A,2,N/A,1762
6/17/2020,Baltimore County,Arden Courts of Pikesville,2,14,N/A,N/A,N/A,N/A,1763
6/17/2020,Baltimore County,Atrium Village,8,13,N/A,N/A,N/A,N/A,1764
6/17/2020,Baltimore County,Autumn Lake Healthcare at Riverview,14,8,N/A,N/A,N/A,N/A,1765
6/17/2020,Baltimore County,Autumn Lake Pikesville,10,61,N/A,N/A,N/A,N/A,1766
6/17/2020,Baltimore County,Baltimore County Detention Center,N/A,N/A,6,8,N/A,N/A,1767
6/17/2020,Baltimore County,Brightview Assisted Living Catonsville,1,0,N/A,N/A,N/A,N/A,1768
6/17/2020,Baltimore County,Brightview Mays Chapel Hill,1,1,N/A,N/A,N/A,N/A,1769
6/17/2020,Baltimore County,Broadmead,7,15,N/A,N/A,N/A,N/A,1770
6/17/2020,Baltimore County,Brookdale of Towson,1,0,N/A,N/A,N/A,N/A,1771
6/17/2020,Baltimore County,"Charles H. Hickey, Jr. School",N/A,N/A,1,N/A,N/A,0,1772
6/17/2020,Baltimore County,Charlestown Senior Living Community,35,31,N/A,N/A,N/A,N/A,1773
6/17/2020,Baltimore County,Edenwald,11,1,N/A,N/A,N/A,N/A,1774
6/17/2020,Baltimore County,Forest Haven Nursing & Rehab Center,39,80,N/A,N/A,N/A,N/A,1775
6/17/2020,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,41,74,N/A,N/A,N/A,N/A,1776
6/17/2020,Baltimore County,Futurecare Cherrywood,54,93,N/A,N/A,N/A,N/A,1777
6/17/2020,Baltimore County,FutureCare Courtland,26,75,N/A,N/A,N/A,N/A,1778
6/17/2020,Baltimore County,Genesis Catonsville Commons,18,54,N/A,N/A,N/A,N/A,1779
6/17/2020,Baltimore County,Genesis Cromwell Center,13,43,N/A,N/A,N/A,N/A,1780
6/17/2020,Baltimore County,Genesis Eldercare Franklin Woods,3,1,N/A,N/A,N/A,N/A,1781
6/17/2020,Baltimore County,Genesis Long Green,5,1,N/A,N/A,N/A,N/A,1782
6/17/2020,Baltimore County,Glen Meadows Retirement Community,10,15,N/A,N/A,N/A,N/A,1783
6/17/2020,Baltimore County,Greater Baltimore Medical Center Sub Acute Unit,1,0,N/A,N/A,N/A,N/A,1784
6/17/2020,Baltimore County,Heritage Center Genesis Eldercare,9,37,N/A,N/A,N/A,N/A,1785
6/17/2020,Baltimore County,Holly Hills Manor,21,41,N/A,N/A,N/A,N/A,1786
6/17/2020,Baltimore County,King David Nursing and Rehabilitation Center,9,37,N/A,N/A,N/A,N/A,1787
6/17/2020,Baltimore County,Lorien Mays Chapel,2,0,N/A,N/A,N/A,N/A,1788
6/17/2020,Baltimore County,ManorCare Health Services - Ruxton,28,64,N/A,N/A,N/A,N/A,1789
6/17/2020,Baltimore County,ManorCare Health Services- Rossville,20,61,N/A,N/A,N/A,N/A,1790
6/17/2020,Baltimore County,ManorCare Health Services- Towson,1,2,N/A,N/A,N/A,N/A,1791
6/17/2020,Baltimore County,Maria Health Care Center,8,0,N/A,N/A,N/A,N/A,1792
6/17/2020,Baltimore County,Meadow Park Rehabilitation and Healthcare,23,32,N/A,N/A,N/A,N/A,1793
6/17/2020,Baltimore County,North Oak,4,5,N/A,N/A,N/A,N/A,1794
6/17/2020,Baltimore County,Northwest Hospital Center - Subacute rehab facility,11,7,N/A,N/A,N/A,N/A,1795
6/17/2020,Baltimore County,Oak Crest,21,31,N/A,N/A,N/A,N/A,1796
6/17/2020,Baltimore County,Orchard Hill Health and Rehab,7,48,N/A,N/A,N/A,N/A,1797
6/17/2020,Baltimore County,Patapsco Valley Center,33,55,N/A,N/A,N/A,N/A,1798
6/17/2020,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,4,N/A,N/A,N/A,N/A,1799
6/17/2020,Baltimore County,Ridgeway Manor,13,19,N/A,N/A,N/A,N/A,1800
6/17/2020,Baltimore County,Stella Maris,29,31,N/A,N/A,N/A,N/A,1801
6/17/2020,Baltimore County,Summit Park Health & Rehabilitation Center,16,24,N/A,N/A,N/A,N/A,1802
6/17/2020,Baltimore County,Sunrise of Pikesville,9,8,N/A,N/A,N/A,N/A,1803
6/17/2020,Baltimore County,The Cottages of Perry Hall,1,1,N/A,N/A,N/A,N/A,1804
6/17/2020,Baltimore County,Village at Augsburg -- Nursing Home,45,77,N/A,N/A,N/A,N/A,1805
6/17/2020,Carroll,Birch Manor Healthcare Center,0,20,N/A,N/A,N/A,N/A,1806
6/17/2020,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,2,31,N/A,N/A,N/A,N/A,1807
6/17/2020,Carroll,Central Maryland Correctional Facility (Formerly CLF),N/A,N/A,19,N/A,7,N/A,1808
6/17/2020,Carroll,Copper Ridge,1,3,N/A,N/A,N/A,N/A,1809
6/17/2020,Carroll,Fairhaven,29,47,N/A,N/A,N/A,N/A,1810
6/17/2020,Carroll,Longview Nursing Home Inc.,25,43,N/A,N/A,N/A,N/A,1811
6/17/2020,Carroll,Lorien Mount Airy,17,14,N/A,N/A,N/A,N/A,1812
6/17/2020,Carroll,Lorien Taneytown,0,5,N/A,N/A,N/A,N/A,1813
6/17/2020,Carroll,Pleasant View Nursing Home,45,86,N/A,N/A,N/A,N/A,1814
6/17/2020,Carroll,Silver Oak Academy,18,27,N/A,N/A,N/A,N/A,1815
6/17/2020,Carroll,Springfield Hospital Center,N/A,N/A,15,5,N/A,N/A,1816
6/17/2020,Carroll,Westminster Healthcare Center,13,89,N/A,N/A,N/A,N/A,1817
6/17/2020,Cecil,Calvert Manor Healthcare Center,29,101,N/A,N/A,N/A,N/A,1818
6/17/2020,Charles,Genesis La Plata,8,0,N/A,N/A,N/A,N/A,1819
6/17/2020,Charles,SagePoint Nursing and Rehabilitation,37,107,N/A,N/A,N/A,N/A,1820
6/17/2020,Charles,The Charleston Senior Community,10,34,N/A,N/A,N/A,N/A,1821
6/17/2020,Dorchester,Chesapeake Woods Center,6,8,N/A,N/A,N/A,N/A,1822
6/17/2020,Frederick,Ballenger Creek - Genesis Healthcare,53,89,N/A,N/A,N/A,N/A,1823
6/17/2020,Frederick,Buckingham's Choice,3,0,N/A,N/A,N/A,N/A,1824
6/17/2020,Frederick,Citizens Care and Rehabilitation Center - Frederick,15,14,N/A,N/A,N/A,N/A,1825
6/17/2020,Frederick,Frederick Health and Rehabilitation Center,26,30,N/A,N/A,N/A,N/A,1826
6/17/2020,Frederick,HeartFields Assisted Living at Frederick,19,11,N/A,N/A,N/A,N/A,1827
6/17/2020,Frederick,Homewood at Frederick,47,43,N/A,N/A,N/A,N/A,1828
6/17/2020,Frederick,Northampton Manor Nursing and Rehabilitation Center,25,76,N/A,N/A,N/A,N/A,1829
6/17/2020,Garrett,Dennett Road Manor,3,4,N/A,N/A,N/A,N/A,1830
6/17/2020,Harford,Lorien Bulle Rock,1,0,N/A,N/A,N/A,N/A,1831
6/17/2020,Howard,Arbor Terrace Fulton,14,16,N/A,N/A,N/A,N/A,1832
6/17/2020,Howard,Brighton Gardens of Columbia,1,5,N/A,N/A,N/A,N/A,1833
6/17/2020,Howard,Ellicott City Healthcare Center,40,102,N/A,N/A,N/A,N/A,1834
6/17/2020,Howard,HeartLands Senior Living Village at Ellicott City,1,2,N/A,N/A,N/A,N/A,1835
6/17/2020,Howard,Lorien Columbia,8,28,N/A,N/A,N/A,N/A,1836
6/17/2020,Howard,Lutheran Village at Miller's Grant,7,4,N/A,N/A,N/A,N/A,1837
6/17/2020,Howard,Morningside House of Ellicott City,9,21,N/A,N/A,N/A,N/A,1838
6/17/2020,Howard,Shangri-La Assisted Living,7,11,N/A,N/A,N/A,N/A,1839
6/17/2020,Howard,Somerford Place Columbia,7,22,N/A,N/A,N/A,N/A,1840
6/17/2020,Kent,Heron Point of Chestertown,1,0,N/A,N/A,N/A,N/A,1841
6/17/2020,Kent,The Resort at Chester Manor,13,39,N/A,N/A,N/A,N/A,1842
6/17/2020,Montgomery,Arcola Health and Rehabilitation Center,16,25,N/A,N/A,N/A,N/A,1843
6/17/2020,Montgomery,Aspenwood Senior Living Community,2,4,N/A,N/A,N/A,N/A,1844
6/17/2020,Montgomery,Autumn Lake Healthcare at Oakview,20,70,N/A,N/A,N/A,N/A,1845
6/17/2020,Montgomery,Bethesda Health and Rehab,36,79,N/A,N/A,N/A,N/A,1846
6/17/2020,Montgomery,Brighton Gardens of Tuckerman Lane,28,25,N/A,N/A,N/A,N/A,1847
6/17/2020,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,N/A,N/A,N/A,N/A,1848
6/17/2020,Montgomery,Brightview West End - Brightview Senior Living,6,4,N/A,N/A,N/A,N/A,1849
6/17/2020,Montgomery,Brooke Grove Retirement Community,27,47,N/A,N/A,N/A,N/A,1850
6/17/2020,Montgomery,"Cadia Healthcare of Springbrook, MD",20,20,N/A,N/A,N/A,N/A,1851
6/17/2020,Montgomery,Cadia Healthcare Wheaton,15,43,N/A,N/A,N/A,N/A,1852
6/17/2020,Montgomery,Collingswood Rehabilitation and Healthcare Center,47,118,N/A,N/A,N/A,N/A,1853
6/17/2020,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,N/A,N/A,N/A,N/A,1854
6/17/2020,Montgomery,Friends House Retirement Community,15,18,N/A,N/A,N/A,N/A,1855
6/17/2020,Montgomery,Hebrew Home of Greater Washington,55,80,N/A,N/A,N/A,N/A,1856
6/17/2020,Montgomery,Ingleside at King Farm,6,2,N/A,N/A,N/A,N/A,1857
6/17/2020,Montgomery,JK House of Grace,7,14,N/A,N/A,N/A,N/A,1858
6/17/2020,Montgomery,Layhill Center,3,19,N/A,N/A,N/A,N/A,1859
6/17/2020,Montgomery,Manor Care Wheaton,21,58,N/A,N/A,N/A,N/A,1860
6/17/2020,Montgomery,ManorCare Potomac,27,66,N/A,N/A,N/A,N/A,1861
6/17/2020,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",10,2,N/A,N/A,N/A,N/A,1862
6/17/2020,Montgomery,Marian Assisted Living,9,20,N/A,N/A,N/A,N/A,1863
6/17/2020,Montgomery,Montgomery Village Health Care Center,29,57,N/A,N/A,N/A,N/A,1864
6/17/2020,Montgomery,Oak Manor Center,13,14,N/A,N/A,N/A,N/A,1865
6/17/2020,Montgomery,Olney Memory Care,7,11,N/A,N/A,N/A,N/A,1866
6/17/2020,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,50,92,N/A,N/A,N/A,N/A,1867
6/17/2020,Montgomery,Regency Care of Silver Spring,34,54,N/A,N/A,N/A,N/A,1868
6/17/2020,Montgomery,Seabury at Springvale Terrace,5,1,N/A,N/A,N/A,N/A,1869
6/17/2020,Montgomery,Shady Grove Center for Nursing & Rehabilitation,30,67,N/A,N/A,N/A,N/A,1870
6/17/2020,Montgomery,Sligo Creek Center - Genesis Healthcare,19,24,N/A,N/A,N/A,N/A,1871
6/17/2020,Montgomery,Sunrise at Montgomery Village,33,28,N/A,N/A,N/A,N/A,1872
6/17/2020,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,10,10,N/A,N/A,N/A,N/A,1873
6/17/2020,Montgomery,Sunrise Senior Living Bethesda,26,16,N/A,N/A,N/A,N/A,1874
6/17/2020,Montgomery,Tribute at Black Hill,7,4,N/A,N/A,N/A,N/A,1875
6/17/2020,Montgomery,Village at Rockville,27,43,N/A,N/A,N/A,N/A,1876
6/17/2020,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,N/A,N/A,N/A,N/A,1877
6/17/2020,Prince George's,Cadia Hyattsville,55,103,N/A,N/A,N/A,N/A,1878
6/17/2020,Prince George's,Clinton Nursing and Rehabilitation Center,55,156,N/A,N/A,N/A,N/A,1879
6/17/2020,Prince George's,Doctors Community Rehabilitation and Patient Care Center,17,29,N/A,N/A,N/A,N/A,1880
6/17/2020,Prince George's,Elizabeth Manor,2,6,N/A,N/A,N/A,N/A,1881
6/17/2020,Prince George's,Future Care Pineview,24,47,N/A,N/A,N/A,N/A,1882
6/17/2020,Prince George's,Henson Creek Assisted Living,0,1,N/A,N/A,N/A,N/A,1883
6/17/2020,Prince George's,Hyattsville Health and Rehab,12,45,N/A,N/A,N/A,N/A,1884
6/17/2020,Prince George's,Largo Nursing & Rehabilitation Center,11,39,N/A,N/A,N/A,N/A,1885
6/17/2020,Prince George's,Prince George's County Jail,N/A,N/A,37,24,N/A,N/A,1886
6/17/2020,Queen Anne's,Corsica Hills Center,20,38,N/A,N/A,N/A,N/A,1887
6/17/2020,Somerset,Eastern Correctional Institution,N/A,N/A,2,N/A,3,N/A,1888
6/17/2020,Somerset,Eastern Correctional Institution Annex,N/A,N/A,1,N/A,1,N/A,1889
6/17/2020,St. Mary's,Charlotte Hall Veterans Home,85,201,N/A,N/A,N/A,N/A,1890
6/17/2020,St. Mary's,Discovery Commons at Wild Wood,1,0,N/A,N/A,N/A,N/A,1891
6/17/2020,St. Mary's,Southern Maryland Pre-Release Unit,N/A,N/A,2,N/A,0,N/A,1892
6/17/2020,Talbot,Bayleigh Chase,1,0,N/A,N/A,N/A,N/A,1893
6/17/2020,Talbot,Peake Healthcare at the Pines,2,5,N/A,N/A,N/A,N/A,1894
6/17/2020,Washington,Cadia Healthcare - Hagerstown,3,3,N/A,N/A,N/A,N/A,1895
6/17/2020,Washington,Maryland Correctional Institution Hagerstown,N/A,N/A,1,N/A,0,N/A,1896
6/17/2020,Washington,Maryland Correctional Training Center,N/A,N/A,8,N/A,1,N/A,1897
6/17/2020,Washington,Roxbury Correctional Institution,N/A,N/A,0,N/A,1,N/A,1898
6/17/2020,Washington,Sterling Care South Mountain,8,27,N/A,N/A,N/A,N/A,1899
6/17/2020,Washington,Western Maryland Hospital Center,N/A,N/A,4,0,N/A,N/A,1900
6/17/2020,Wicomico,Anchorage Healthcare Center,7,25,N/A,N/A,N/A,N/A,1901
6/17/2020,Wicomico,Salisbury Rehabilitation and Nursing Center,38,79,N/A,N/A,N/A,N/A,1902
6/17/2020,Worcester,Berlin Nursing and Rehabilitation Center,30,67,N/A,N/A,N/A,N/A,1903
6/17/2020,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),1,0,N/A,N/A,N/A,N/A,1904
6/17/2020,Worcester,Worcester County Detention Center,N/A,N/A,10,0,N/A,N/A,1905
6/24/2020,Allegany,Cumberland Healthcare Center,36,88,N/A,N/A,N/A,N/A,1906
6/24/2020,Allegany,North Branch Correctional Institution,N/A,N/A,2,N/A,3,N/A,1907
6/24/2020,Allegany,Western Correctional Institution,N/A,N/A,2,N/A,1,N/A,1908
6/24/2020,Anne Arundel,Anne Arundel Detention Center Jennifer Road,N/A,N/A,3,0,N/A,N/A,1909
6/24/2020,Anne Arundel,Crofton Care and Rehabilitation,12,71,N/A,N/A,N/A,N/A,1910
6/24/2020,Anne Arundel,Dorsey Run Correctional Facility,N/A,N/A,35,N/A,46,N/A,1911
6/24/2020,Anne Arundel,Genesis Hammonds Lane,0,1,N/A,N/A,N/A,N/A,1912
6/24/2020,Anne Arundel,Genesis Severna Park,6,11,N/A,N/A,N/A,N/A,1913
6/24/2020,Anne Arundel,Genesis Waugh Chapel,17,62,N/A,N/A,N/A,N/A,1914
6/24/2020,Anne Arundel,Ginger Cove,30,16,N/A,N/A,N/A,N/A,1915
6/24/2020,Anne Arundel,Glen Burnie Health and Rehabilitation Center,15,47,N/A,N/A,N/A,N/A,1916
6/24/2020,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),N/A,N/A,55,N/A,93,N/A,1917
6/24/2020,Anne Arundel,Maryland Correctional Institution - Jessup,N/A,N/A,33,N/A,144,N/A,1918
6/24/2020,Anne Arundel,Maryland Correctional Institution for Women,N/A,N/A,52,N/A,24,N/A,1919
6/24/2020,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,N/A,N/A,56,N/A,33,N/A,1920
6/24/2020,Anne Arundel,Spa Creek Center,15,32,N/A,N/A,N/A,N/A,1921
6/24/2020,Anne Arundel,The Peartree House Assisted Living,2,4,N/A,N/A,N/A,N/A,1922
6/24/2020,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,60,N/A,N/A,N/A,N/A,1923
6/24/2020,Baltimore City,Baltimore Central Booking and Intake Center,N/A,N/A,45,N/A,64,N/A,1924
6/24/2020,Baltimore City,Baltimore City Correctional Center,N/A,N/A,2,N/A,0,N/A,1925
6/24/2020,Baltimore City,Blue Point Healthcare Center,26,81,N/A,N/A,N/A,N/A,1926
